법인코드,법인명,업종,상장일자,주요품목
A051630,진양화학,화학,20010129,"레쟈,바닥재 제조"
A051780,큐로홀딩스,판매업체,20010626,"DTIS, Probe Card, H.F PCB"
A051900,LG생활건강,화장품,20010425,"화장품,생활용품 제조,도매"
A051910,LG화학,화학,20010425,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매"
A051980,넥스트바이오홀딩스,통신장비,20010731,"PC게임, 무선인터넷게임"
A052020,에스티큐브,전자장비와기기,20010705,"전자부품, 정보통신기기, 지능형로봇외"
A052190,소프트맥스,게임소프트웨어와서비스,20010621,게임소프트웨어(창세기전시리즈)
A052220,iMBC,방송과엔터테인먼트,20050121,"디지털콘텐츠,웹에이젼시"
A052260,SK바이오랜드,화장품,20010517,"천연물질 추출물, 미생물 배양제품"
A052270,우전,핸드셋,20010605,휴대폰 부품 제조 및 판매
A052290,트레이스,핸드셋,20010531,미들웨어(엔테라)
A052300,W홀딩컴퍼니,항공화물운송과물류,20010802,운송
A052330,코텍,전자장비와기기,20010710,"Touch Screen Monitor, 산업용 CRT Monitor"
A052400,코나아이,전자장비와기기,20011018,"전자화폐, 단말기, 수집/정산시스템"
A052420,오성엘에스티,디스플레이장비및부품,20010807,"LCD Aging System, LCD 신뢰성 분석장비"
A052460,아이크래프트,통신장비,20050103,"인터넷핵심망(CCR,MCR,NAS등)"
A052600,한네트,결제관련서비스,20010710,"현금서비스, 예금인출"
A052670,제일바이오,제약,20020124,동물사료첨가제
A052690,한전기술,전기유틸리티,20091214,원자력발전소 설계 등
A052710,아모텍,핸드셋,20030801,"칩바리스터, 아몰퍼스코어"
A052770,와이디온라인,게임소프트웨어와서비스,20020822,e-Business Solution & Service
A052790,액토즈소프트,게임소프트웨어와서비스,20010814,온라인 게임 및 모바일 게임
A052860,아이앤씨,핸드셋,20091006,지상파 DMB용 수신칩(모바일 TV용 SoC)
A052900,KMH하이텍,반도체와반도체장비,20050118,TRAY(반도체Packing재료)
A053030,바이넥스,제약,20010807,"정장제, 소화제"
A053050,지에스이,가스유틸리티,20011011,eBusiness 통합
A053060,세동,자동차부품,20010817,"도어벨트, 몰딩"
A053110,소리바다,방송과엔터테인먼트,20011009,수도용 및 원예용 상토
A053160,프리엠스,전기제품,20011030,"건설기계용 전장, 네트워크 상품"
A053210,스카이라이프,방송과엔터테인먼트,20110603,위성방송서비스
A053260,금강철강,철강,20020104,"냉연압연강판, 산세코일"
A053270,구영테크,자동차부품,20020207,엔진 브라켓(Engine Bracket) 등
A053280,예스24,인터넷과카탈로그소매,20080507,"도서,음반/DVD,화장품"
A053290,능률교육,교육서비스,20021210,영어학습교재
A053300,한국정보인증,IT서비스,20140204,"공인인증서, PKI솔루션 등"
A053350,이니텍,소프트웨어,20011115,정보보안 및 인증솔루션
A053450,세코닉스,전자장비와기기,20010809,"CCD렌즈, 광PICK-UP렌즈"
A053590,한국테크놀로지,기계,20010823,신재생에너지관련장비
A053610,프로텍,반도체와반도체장비,20010817,"Dispenser, Tray Feeder, 공압실린더"
A053620,태양,가정용품,20010807,"휴대용 부탄가스, 외주수탁품"
A053660,현진소재,조선,20020215,선박용 엔진부품
A053690,한미글로벌,건설,20090623,"건축 설계,감리/건축공사,토목공사,설비공사,전기공사,안전공사"
A053700,삼보모터스,자동차부품,20011106,증명서 자동발급기
A053800,안랩,소프트웨어,20010913,바이러스백신 프로그램
A053950,경남제약,제약,20011106,PCB 드릴가공
A053980,오상자이엘,소프트웨어,20020409,CATIA Solution
A054040,한국컴퓨터,디스플레이장비및부품,20020115,LCD Module용 부품
A054050,농우바이오,생물공학,20020402,"고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등"
A054090,삼진엘앤디,디스플레이장비및부품,20040206,"몰드프레임, TFT-LCD BLU"
A054180,중앙오션,조선,20011016,XML/SGML 관련 제품 및 솔루션
A054210,이랜텍,핸드셋,20020509,Battery Pack
A054220,비츠로시스,상업서비스와공급품,20011226,"원방감시제어시스템, 분산제어시스템"
A054300,팬스타엔터프라이즈,자동차부품,20020110,자동차 정비용 리프트
A054340,엔알케이,핸드셋,20020110,이동전화단말기 케이스
A054410,케이피티,기계,20020425,"Vacuum Treatment, Plasma Surface Treatment"
A054450,텔레칩스,반도체와반도체장비,20041210,"디지털미디어프로세서,발신자정보표시칩"
A054540,삼영엠텍,기계,20011115,"구조용 특수장치, 교량부품"
A054620,AP시스템,디스플레이장비및부품,20011204,인터넷 트래픽 솔루션
A054630,에이디칩스,반도체와반도체장비,20011113,비메모리 반도체칩
A054670,대한뉴팜,제약,20020226,"동물약품, 인체약품, 유아용품"
A054780,키이스트,방송과엔터테인먼트,20031114,멀티미디어 SI
A054800,아이디스홀딩스,전자장비와기기,20010927,비금융지주회사
A054920,한컴시큐어,소프트웨어,20011101,전자상거래 보안 솔루션
A054930,유신,건설,20020115,토목설계 및 감리
A054940,엑사이엔씨,반도체와반도체장비,20011213,고주파고압변성기(FBT : Flyback Transformer)
A054950,제이브이엠,건강관리장비와용품,20060607,전자동정제분류포장시스템
A055550,신한지주,은행,20010910,금융지주회사
A056000,신스타임즈,전자제품,20030711,MP3 Player
A056080,유진로봇,가정용기기와용품,20011113,"청소로봇, 완구류외"
A056090,유앤아이,건강관리장비와용품,20151112,정형외과용 신체보정용 의료기기
A056190,에스에프에이,기계,20011218,"반도체, Display 제조설비 및 공장자동화기기"
A056360,코위버,통신장비,20011204,"가입가계 가입자계 광단국장치,SONs-51,OMS-155M,OCSU,E2 가입자 전송장비,SDS-2500 등"
A056700,신화인터텍,디스플레이장비및부품,20011213,디스플레이 BLU용 광학필름
A056730,아큐픽스,디스플레이장비및부품,20020104,"석탄도매,통신공사외"
A057030,와이비엠넷,교육서비스,20040608,"온라인교육, 수수료수입 등"
A057050,현대홈쇼핑,인터넷과카탈로그소매,20100913,TV홈쇼핑 도소매/홈쇼핑프로그램 제작
A057500,SKC 솔믹스,반도체와반도체장비,20011226,반도체용 파인세라믹제품
A057540,옴니시스템,전자장비와기기,20070919,"전자식전력량계,설비미터,원격검침시스템"
A057680,옴니텔,인터넷소프트웨어와서비스,20020618,"모바일방송, 모바일컨텐츠"
A057880,토필드,전자제품,20031229,셋톱박스(디지털위성방송수신기)
A058110,멕아이씨에스,건강관리장비와용품,20151214,인공호흡기
A058220,아리온,전자제품,20050805,디지털셋톱박스
A058370,금성테크,비철금속,20020219,비철 스크랩 재생 및 유통
A058400,KNN,방송과엔터테인먼트,20101103,방송프로그램 제작 및 송출
A058420,제이웨이,방송과엔터테인먼트,20020110,"VOD서비스, 대리운전프로그램"
A058430,포스코강판,비철금속,20020816,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매"
A058450,일야,핸드셋,20020117,"컴퓨터, 복사기 등의 부품"
A058470,리노공업,반도체와반도체장비,20011218,"리노핀, 반도체 소켓 등"
A058530,이큐스앤자루,전자장비와기기,20020205,"PCB생산 장비 제조(로더, 언로더, 레이업시스템 등)"
A058610,에스피지,전기제품,20020723,소형 Geared Motor
A058630,엠게임,게임소프트웨어와서비스,20081219,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)"
A058650,세아홀딩스,철강,20010730,지주회사/투자 및 경영컨설팅/부동산 임대
A058730,동아에스텍,건축제품,20040802,"가드레일,강제방호책,강제옹벽,철재교량난간,H빔강지보 제조/철물공사,강구조물공사"
A058820,CMG제약,제약,20010831,의약품
A058850,KTcs,상업서비스와공급품,20100916,전화번호검색 데이타제공/콜센터 운영
A058860,케이티스,상업서비스와공급품,20101217,"114전화번호안내, 고객센터"
A059090,미코,반도체와반도체장비,20020115,반도체 및 디스플레이 부품 제조
A059100,아이컴포넌트,디스플레이장비및부품,20081216,액정평판디스플레이용 플라스틱 박판필름 제조업
A059120,아진엑스텍,반도체와반도체장비,20140724,"전자집적회로, 모션제어칩"
A059210,메타바이오메드,건강관리장비와용품,20080415,"생체분해성봉합사,근관충전재"
A060150,인선이엔티,상업서비스와공급품,20020614,건축폐기물처리
A060230,이그잭스,전자장비와기기,20020625,화학제품 및 전자재료
A060240,룽투코리아,교육서비스,20020104,"CTI 콜센타, VoiceGood, WIN-CARD"
A060250,NHN한국사이버결제,IT서비스,20020108,전자결제서비스업
A060260,뉴보텍,건축제품,20020205,"고강성 PVC DC, HDPE 등"
A060280,큐렉소,판매업체,20020703,"만화단행본, 정기간행물"
A060300,레드로버,방송과엔터테인먼트,20020110,"콘텐츠제작, 4D 시네마 시스템 및 영상관 구축, 3D융합, 3D HW, 3D SW"
A060310,3S,반도체와반도체장비,20020423,반도체 웨이퍼 캐리어
A060370,KT서브마린,건설,20020215,해저케이블등의 건설 및 유지보수 업무
A060380,동양에스텍,철강,20020205,"열연박판, 열연후판, 무늬강판"
A060480,국일신동,비철금속,20141229,황동봉
A060540,에스에이티,통신장비,20061128,"이동통신중계기용부품(제어기,광모듈,RF필터)"
A060560,홈센타홀딩스,건축자재,20020711,"건축자재,레미콘"
A060570,아이리버,전자제품,20031219,휴대용 MP3 Player
A060590,씨티씨바이오,제약,20020221,"동물용항병원성제품, 생균효소제"
A060720,KH바텍,핸드셋,20020521,"휴대폰부품(SHIELD, BRACKET)"
A060900,퍼시픽바이오,석유와가스,20020917,콜센터운영서비스
A060910,프리젠,자동차부품,20021213,"LCD Module(7"" 이하), LCD Back Light(BLU), 기타(플라스틱금형·사출)"
A060980,한라홀딩스,자동차부품,20100519,지주회사 및 경영컨설팅 서비스업
A061040,알에프텍,핸드셋,20020516,"핸드폰 충전기, 핸즈프리"
A061250,화일약품,제약,20020418,의약품 원료
A061460,한진피앤씨,화학,20020411,"통기성필름, 판지상자인쇄"
A061970,엘비세미콘,반도체와반도체장비,20110131,"골드범핑, 솔더범핑 등"
A062860,티엘아이,디스플레이장비및부품,20060725,LCDTV및모니터용TimingController
A063080,게임빌,게임소프트웨어와서비스,20090730,모바일게임
A063160,종근당바이오,제약,20011211,"의약품,원료의약품 제조"
A063170,서울옥션,판매업체,20080701,미술품경매
A063440,에프엔씨애드컬쳐,방송과엔터테인먼트,20020530,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제"
A063570,한국전자금융,결제관련서비스,20060714,"ATM관리사업,CD-VAN사업"
A064090,한양하이타오,판매업체,20021217,CCTV CAMERA 등
A064240,홈캐스트,전자제품,20030611,디지털 셋톱박스
A064260,다날,IT서비스,20040723,모바일콘텐츠 및 유무선전화결제
A064290,인텍플러스,반도체와반도체장비,20110105,"LED 외관검사장비, 반도체 외관검사장비, 태양전지 외관검사장비등"
A064350,현대로템,기계,20131030,"철도차량, 특수중기, 산업기계"
A064480,브리지텍,IT서비스,20080604,"컨택센터솔루션,BcN솔루션,ASP서비스사업"
A064520,바른전자,반도체와반도체장비,20021204,"메모리 카드, 스마트 카드 등"
A064550,바이오니아,생물공학,20051229,"합성유전자,시약및유전자분석장비"
A064760,티씨케이,반도체와반도체장비,20030818,반도체 제조공정용 고순도 흑연제품
A064800,필링크,인터넷소프트웨어와서비스,20020822,Wap Gateway
A064820,케이프,조선,20070529,선박엔진용실린더라이너
A064960,S&T모티브,자동차부품,20020311,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매"
A065060,지엔코,"섬유,의류,신발,호화품",20020528,"캐쥬얼의류(SPORT-REPLAY, Thursday Island)"
A065130,탑엔지니어링,디스플레이장비및부품,20030129,LCD Cell Line 자동화 장치
A065150,MPK,"호텔,레스토랑,레저",20070718,외식 프랜차이즈사업 및 식자재 유통
A065160,에프티이앤이,화학,20020730,빙축열냉방시스템
A065170,넥스트BT,제약,20021119,건강보조식품 등
A065350,신성델타테크,전자장비와기기,20040806,"세탁기, 자동차, 에어컨 및 LCD 부품"
A065420,에스아이리소스,석유와가스,20020822,자카드직물
A065440,이루온,IT서비스,20030128,이동통신 핵심망 및 서비스망 솔루션 개발 공급
A065450,빅텍,우주항공과국방,20030205,전자전시스템 장치류
A065500,오리엔트정공,자동차부품,20020919,"하우징, 리테이너베어링"
A065510,휴비츠,건강관리장비와용품,20031031,"자동검안기, 자동렌즈미터"
A065530,전파기지국,통신장비,20020604,공용기지국건설/관리
A065560,큐브스,소프트웨어,20030701,지리정보 소프트웨어
A065570,삼영이엔씨,통신장비,20030121,"GMDSS장비, GPS플로터 등"
A065620,제낙스,비철금속,20020627,"스테인레스 와이어, 로프, 용접봉"
A065650,메디프론,전문소매,20030121,음반재킷 제작
A065660,안트로젠,생물공학,20160215,줄기세포치료제
A065680,우주일렉트로,핸드셋,20040102,정보통신용 초정밀커넥터
A065690,대진디엠피,컴퓨터와주변기기,20020716,고무 및 플라스틱제품 제조업
A065710,서호전기,소프트웨어,20020716,항만크레인 구동전기장치
A065770,CS,통신장비,20040604,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)"
A065940,케이에스씨비,화학,20030107,"착색제, 잉크 등"
A065950,웰크론,"섬유,의류,신발,호화품",20030729,"고기능성 청소용품, 목욕용품"
A066110,한프,컴퓨터와주변기기,20020716,OPC Drum
A066130,하츠,가정용기기와용품,20030211,"레인지후드, 빌트인 기기 등"
A066270,SK컴즈,인터넷소프트웨어와서비스,20031107,"싸이월드, 네이트온, 네이트"
A066310,큐에스아이,반도체와반도체장비,20061124,레이저다이오드(LaserDiode)
A066410,캔들미디어,방송과엔터테인먼트,20031219,DVD타이틀
A066430,와이오엠,상업서비스와공급품,20021224,의료기기 및 치과용소재 판매
A066570,LG전자,전자제품,20020422,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기"
A066590,우수AMS,자동차부품,20030212,"엔진, 조향 및 기아변속기 부품"
A066620,국보디자인,건설,20020905,인테리어디자인
A066670,디스플레이텍,핸드셋,20021230,LCD Module
A066700,테라젠이텍스,제약,20040527,"Loading/Unloading System, PCB Bonding System"
A066790,씨씨에스,방송과엔터테인먼트,20030530,케이블TV서비스 및 초고속인터넷서비스
A066900,디에이피,전자장비와기기,20040514,Build-Up PCB(인쇄회로기판)
A066910,손오공,레저용장비와제품,20050107,"완구,게임,캐릭터수입수수료"
A066970,엘앤에프,전기제품,20030102,TFT-LCD BLU(Back Light Unit)
A066980,하이쎌,디스플레이장비및부품,20030117,TFT-LCD용 광기능성 필름
A067000,조이시티,게임소프트웨어와서비스,20080530,온라인게임(프리스타일농구)
A067010,이씨에스,IT서비스,20071218,"컨택센터용교환시스템,업무용교환시스템"
A067080,대화제약,제약,20030214,"후로스판, 세파메칠 등"
A067160,아프리카TV,인터넷소프트웨어와서비스,20031219,미디어플랫폼
A067170,오텍,가정용기기와용품,20031114,"냉동 및 내장탑차, 앰블란스"
A067280,멀티캠퍼스,교육서비스,20061116,e-Learning서비스
A067290,JW신약,제약,20030211,"매니큐어세트, 손톱깎이"
A067310,하나마이크론,반도체와반도체장비,20051011,"반도체패키징,USB플래쉬드라이브"
A067390,아스트,우주항공과국방,20141224,항공기용 부품 제조 및 동체 조립
A067570,엔브이에이치코리아,자동차부품,20131203,"헤드라이너, NVH부품"
A067630,에이치엘비생명과학,에너지장비및서비스,20081125,"ESCO 사업, 신재생에너지 사업"
A067730,로지시스,IT서비스,20150729,"전산장비 판매 및 유지보수, VAN기기 대행관리"
A067770,세진티에스,디스플레이장비및부품,20040109,TFT-LCD용 광기능성 시트
A067830,세이브존I&C,백화점과일반상점,20020725,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영"
A067900,와이엔텍,상업서비스와공급품,20051223,"사업장폐기물중간및최종처리,전문건설,골재제조"
A067920,이글루시큐리티,소프트웨어,20100804,"통합보안관리솔루션, 보안관제서비스"
A067990,도이치모터스,전문소매,20041203,"자동공구교환기,가공전용기"
A068050,팬엔터테인먼트,방송과엔터테인먼트,20060707,"방송영상물,음반"
A068150,케이엔씨글로벌,건설,20030721,"나노섬유, 건축, 인테리어"
A068240,다원시스,전자장비와기기,20100914,"핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기"
A068270,셀트리온,제약,20050719,"단백질 의약품의 연구, 개발 및 제조"
A068290,삼성출판사,문구류,20020805,"서적 출판,인쇄,소매/부동산 임대"
A068330,일신바이오,생명과학도구및서비스,20071226,초저온냉동고및동결건조기
A068400,AJ렌터카,도로와철도운송,20120727,승용자동차 임대
A068760,셀트리온제약,제약,20060203,무선인터넷서비스및플랫폼
A068790,DMS,디스플레이장비및부품,20041001,LCD 제조장비
A068870,LG생명과학,제약,20020816,의약품 제조/농약 도매
A068930,디지털대성,교육서비스,20031017,대성N스쿨 (교육 프랜차이즈)
A068940,아이씨케이,전자장비와기기,20101019,신용카드 및 전자화폐 등
A069080,웹젠,게임소프트웨어와서비스,20030523,3D 온라인게임 '뮤(MU)'
A069110,코스온,화장품,20031014,화장품
A069140,누리플랜,상업서비스와공급품,20101026,"경관조명, 경관시설"
A069260,휴켐스,화학,20021007,"화합물,화학제품 제조"
A069330,유아이디,디스플레이장비및부품,20030818,STN LCD GLASS(연마)
A069410,엔텔스,IT서비스,20070620,운용지원솔루션
A069460,대호에이엘,비철금속,20021111,"알루미늄 환절판 제조,도매,무역"
A069500,KODEX 200,,20021014,#N/A
A069510,에스텍,전자장비와기기,20031114,스피커 및 스피커시스템
A069540,빛과전자,통신장비,20040213,"광가입자용 광송수신모듈, CATV/이동통신용 광부품"
A069620,대웅제약,제약,20021101,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대"
A069640,엠케이트렌드,"섬유,의류,신발,호화품",20110621,"케주얼웨어(BUCKAROO, TBJ 등)"
A069660,KOSEF 200,,20021014,#N/A
A069730,DSR제강,철강,20030128,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조"
A069920,아이에스이커머스,인터넷과카탈로그소매,20071205,"해외수입대행,온라인패션쇼핑몰,온라인화장품쇼핑몰"
A069960,현대백화점,백화점과일반상점,20021125,백화점
A070300,솔라시아,핸드셋,20100609,"USIM카드, 금융카드"
A070590,한솔인티큐브,IT서비스,20040108,기업통신 및 무선인터넷
A070960,용평리조트,"호텔,레스토랑,레저",20160527,"리조트 운영, 콘도 분양"
A071050,한국금융지주,증권,20030721,금융지주회사
A071090,하이스틸,철강,20030217,"강관 제조,도매"
A071200,인피니트헬스케어,건강관리기술,20100526,의료영상저장전송시스템(PACS)
A071280,로체시스템즈,디스플레이장비및부품,20031114,LCD 제조용 이송장비
A071320,지역난방공사,복합유틸리티,20100129,"집단에너지공급 및 전기,증기 생산,판매"
A071460,대유위니아,가정용기기와용품,20160714,"김치냉장고(스탠드형, 뚜껑형), 에어컨, 프리미엄 냉장고 등"
A071670,에이테크솔루션,기계,20090417,"대형정밀금형(가전,자동차용 등)"
A071840,롯데하이마트,전문소매,20110629,"가전제품,잡화 도소매/부동산 임대"
A071850,캐스텍코리아,자동차부품,20140527,자동차용 터보차저 부품
A071950,코아스,가구,20050804,"사무용가구,금속가구 도매,제조"
A071970,STX중공업,기계,20090515,"조선기자재, 기계부품, 엔진산업환경발전설비, 플랜트(EPC)"
A072020,중앙백신,제약,20031031,동물용백신
A072130,유엔젤,인터넷소프트웨어와서비스,20030701,"소프트웨어(무선인터넷 솔루션,ASP통신사업자용 지능망솔루션 및 단문메세지센터) 개발,공급"
A072470,우리산업홀딩스,자동차부품,20031028,HVAC ACTUATOR (자동차 공조장치 부품 등)
A072520,태양씨앤엘,핸드셋,20041029,휴대폰윈도우
A072710,농심홀딩스,식품,20030730,"지주회사,투자자문,경영컨설팅 서비스"
A072770,네오디안테크놀로지,IT서비스,20070725,무선인터넷플랫폼
A072870,메가스터디,교육서비스,20041221,"온라인강의,교재판매"
A072950,빛샘전자,통신장비,20120321,"전광판용 LED 모듈, LED 전광판, 광접속함체"
A072990,에이치시티,전자장비와기기,20161017,기술검사서비스
A073010,케이에스피,조선,20041217,"선박용엔진밸브,형단조품"
A073070,넥센테크,자동차부품,20040128,자동차용 와이어링 하네스
A073110,엘엠에스,디스플레이장비및부품,20071012,프리즘시트
A073190,디비케이,가구,20040206,사무용 및 가정용 의자
A073240,금호타이어,자동차부품,20050217,"타이어,튜브 제조,도매,무역"
A073490,이노와이어리스,통신장비,20050204,통신용 시험 및 계측장비
A073540,에프알텍,통신장비,20070518,이동통신용중계기
A073560,우리손에프앤지,식품,20160727,"양돈업, 도축업"
A073570,에이티테크놀러지,반도체와반도체장비,20040106,Wafer Burn In Test 장비
A073640,삼원테크,기계,20040106,유압용 관이음쇠
A074430,아미노로직스,건강관리업체및서비스,20040604,DVR용 영상처리 칩
A074600,원익QnC,반도체와반도체장비,20031212,석영유리가공제품
A074610,이엔쓰리,기계,20031223,소방자동차 제조
A075130,플랜티넷,인터넷소프트웨어와서비스,20050610,유해사이트차단서비스
A075180,새론오토모티브,자동차부품,20051021,"자동차부품(브레이크패드,라이닝,허브,캠),분말야금제품,에어콘,냉장고용부품 제조,도매"
A075580,세진중공업,조선,20151130,"선박 Deck House, LPG Tank, Upper Deck Unit, 해양플랜트 Living Quarter"
A075970,동국알앤에스,비철금속,20040213,"내화물, 페라이트, 세라믹"
A076080,웰크론한텍,기계,20080718,"에너지절감설비,자동화배합설비,환경설비"
A076610,해성옵틱스,핸드셋,20131106,휴대폰용 렌즈모듈 및 카메라모듈
A077280,한컴지엠디,IT서비스,20040602,TFT-LCD용 ASIC
A077360,덕산하이메탈,반도체와반도체장비,20051014,솔더볼(Solderball)
A077500,유니퀘스트,반도체와반도체장비,20040805,"반도체직접회로 도매,무역,제조"
A077970,STX엔진,조선,20040510,"엔진,터빈,내연기관 제조,도매"
A078000,텔코웨어,소프트웨어,20040720,"소프트웨어(핵심망솔루션,무선데이터솔루션,요소기술) 개발,유지보수,무역"
A078020,이베스트투자증권,증권,20070221,유가증권위탁매매
A078070,유비쿼스,통신장비,20090123,"소프트웨어 개발,정보처리유선,무선통신기기,부품,컴퓨터 도소매,제조"
A078130,국일제지,종이와목재,20041022,"산업용 및 가정용 지류(강판간지, 다공지 등)"
A078140,대봉엘에스,제약,20051223,"원료의약품,화장품원료"
A078150,HB테크놀러지,디스플레이장비및부품,20041208,TFT-LCD검사장비
A078160,메디포스트,생물공학,20050729,제대혈은행
A078340,컴투스,게임소프트웨어와서비스,20070706,모바일게임
A078350,한양디지텍,반도체와반도체장비,20040514,메모리 모듈
A078520,에이블씨엔씨,화장품,20110907,"화장품 제조,도소매/소프트웨어 자문,개발,공급/전자상거래"
A078590,두올산업,자동차부품,20051027,자동차내장카페트
A078600,대주전자재료,전자장비와기기,20041210,PDP격벽재료등
A078650,코렌,핸드셋,20101022,카메라폰용 렌즈
A078860,아이오케이,인터넷소프트웨어와서비스,20060627,LBS/Telematics솔루션및서비스
A078890,가온미디어,전자제품,20050712,디지털셋톱박스
A078930,GS,석유와가스,20040805,지주회사/부동산 임대
A078940,일경산업개발,에너지장비및서비스,20040827,엘리베이터 레일
A079000,와토스코리아,건축제품,20051115,위생도기용부속(양변기용)
A079160,CJ CGV,방송과엔터테인먼트,20041224,"영화상영,영화관 운영"
A079170,한창산업,비철금속,20050201,"아연말,리튬브로마이드,산화망간,인산아연"
A079190,EMW,핸드셋,20051129,휴대폰안테나
A079370,제우스,반도체와반도체장비,20060201,LCD제조용장비
A079430,현대리바트,가구,20051122,"일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조"
A079550,LIG넥스원,우주항공과국방,20151002,정밀유도무기 등
A079650,서산,건축자재,20050121,"레미콘,전주,고강도파일,흄관"
A079660,사조해표,식품,20040921,"식용유 제조/농수산물,식용유 도매,무역/부동산 임대"
A079810,디이엔티,디스플레이장비및부품,20050126,FPD공정검사장비
A079940,가비아,인터넷소프트웨어와서비스,20051019,"도메인,호스팅"
A079950,인베니아,디스플레이장비및부품,20050204,"Dry Etcher, 진공합착기, LCD Panel 검사장비, OLED용 진공합착기, MOCVD"
A079960,동양이엔피,전기제품,20050201,"휴대폰용,OA기기및통신장비용,디지털가전용전원공급장치"
A079970,투비소프트,소프트웨어,20100601,"MiPlatform, X Platform"
A079980,휴비스,화학,20120223,"합성섬유(폴리에스테르원사,원면),재생섬유,폴리에스텔 원사,원면,고상칩 제조,도소매"
A080000,에스엔유,디스플레이장비및부품,20050125,"OLED증착장비, OLED봉지장비, LCD검사장비 등"
A080010,이상네트웍스,인터넷소프트웨어와서비스,20050930,기업간전자상거래서비스
A080160,모두투어,"호텔,레스토랑,레저",20050726,"항공권판매수수료,해외여행알선"
A080220,제주반도체,반도체와반도체장비,20050201,"모바일용 LP DDR SDRAM, CRAM, SRAM"
A080420,모다이노칩,핸드셋,20051206,"ESD필터,칩바리스터"
A080440,세진전자,자동차부품,20050513,"자동차부품, 키보드 등"
A080470,성창오토텍,자동차부품,20061103,"차량용에어컨필터,차량용공기청정기등"
A080520,오디텍,반도체와반도체장비,20071008,"광반도체,소자및모듈"
A080530,코디에스,반도체와반도체장비,20100105,"LCD 검사부품(프로브유니트), LED 검사부품(프로브카드)"
A080580,오킨스전자,반도체와반도체장비,20141224,반도체 검사용 소켓
A081000,일진다이아,비철금속,20041222,"공업용 합성다이아몬드 제조,도매,수출입"
A081150,티플랙스,비철금속,20090423,"스텐레스봉,판(열간제품) 제조,도매"
A081580,성우전자,핸드셋,20071012,휴대폰금속프레스부품(전자파차단ShieldCan)
A081660,휠라코리아,"섬유,의류,신발,호화품",20100928,"스포츠의류,신발,가방,시계,골프장비,화장품,가죽제품(지갑,키홀더) 도매,수출입"
A081970,한솔넥스지,소프트웨어,20070820,"보안관제서비스,인터넷정보보안제품"
A082210,옵트론텍,전자장비와기기,20050624,"IRFilter,Grating"
A082270,젬백스,디스플레이장비및부품,20050624,"ChemicalAirFilter,GasScrubber"
A082640,동양생명,생명보험,20091008,생명보험
A082660,삼우엠스,핸드셋,20051005,휴대폰케이스
A082740,두산엔진,조선,20110104,"대형선박용엔진,내연발전엔진"
A082800,루미마이크로,디스플레이장비및부품,20051118,백색발광다이오드(LED)
A082850,우리이티아이,디스플레이장비및부품,20050729,"LCD광원부품(CCFL,EEFL)"
A082920,비츠로셀,전기제품,20091028,리튬1차전지
A083310,엘오티베큠,반도체와반도체장비,20051005,반도체제조용진공펌프
A083350,동북아10호,,20050829,운수장비 임대
A083360,동북아11호,,20050829,운수장비 임대
A083370,동북아12호,,20050829,운수장비 임대
A083380,동북아13호,,20050829,운수장비 임대
A083390,동북아14호,,20050829,운수장비 임대
A083420,KPX그린케미칼,화학,20051020,"비이온계면활성제 제조,도매"
A083450,GST,반도체와반도체장비,20060201,"GasScrubber,Chiller"
A083470,KJ프리텍,핸드셋,20080918,"소형 BLU, 정밀 플라스틱 제품"
A083550,케이엠,반도체와반도체장비,20051220,클린룸용Wiper
A083570,아시아10호,,20050823,운송장비 임대
A083580,아시아11호,,20050823,운송장비 임대
A083590,아시아12호,,20050823,운송장비임대
A083600,아시아13호,,20050823,운송장비 임대
A083610,아시아14호,,20050715,운송장비 임대
A083620,아시아15호,,20050805,선박 임대
A083640,인콘,전자장비와기기,20051227,DVR(DigitalVideoRecoder)
A083650,비에이치아이,기계,20051202,"보일러,열교환기등"
A083660,CSA 코스믹,건축제품,20060725,"물탱크,상하수도용도류벽,축산탱크"
A083790,크리스탈,생명과학도구및서비스,20060106,신개념항생제(전임상)
A083930,아바코,디스플레이장비및부품,20051011,평판디스플레이제조용장비
A084010,대한제강,철강,20051031,"제강,철재,철근,환봉,마환봉,빌레트 제조"
A084110,휴온스글로벌,제약,20061219,"비만치료제,국소마취제등"
A084180,수성,기계,20051216,전동지게차
A084370,유진테크,반도체와반도체장비,20060117,실리콘질화막증착용LP-CVD
